,url,title,price,parsed_area,parsed_floors,parsed_rooms,extra,lat,lon,building_type,complex_name,build_year,floor_info,full_area,ceiling_height
0,https://krisha.kz/a/show/761667908,3-комнатная квартира · 77 м² · 8/8 этаж,70000000,77.0,8/8 этаж,3,"Неугловая, комнаты изолированы, тихий двор.

🏡 Продаётся квартира в ""Золотом квадрате"" Алматы! 
 
✨ Преимущества локации: 
✔ Престижный район с развитой инфраструктурой 
✔ Рядом школа-гимназия №120 и детский сад №20 
✔ Зелёный парк и современная игровая площадка 
✔ В шаговой доступности театр им. Лермонтова 
✔ Множество кафе, ресторанов и прогулочных зон 
 
📌 Идеальный вариант для комфортной жизни в центре города! 
📞 Звоните для получения подробной информации и записи на просмотр! 
#10082023",43.244125,76.943731,панельный,,1972,8 из 8,"77 м², Площадь кухни — 12 м²",
1,https://krisha.kz/a/show/762195562,1-комнатная квартира · 16.6 м² · 1/5 этаж,15000000,16.6,1/5 этаж,1,"Пластиковые окна, счётчики, тихий двор.",43.248961468615,76.899296055225,панельный,,1982,1 из 5,16.6 м²,
2,https://krisha.kz/a/show/761184892,2-комнатная квартира · 39.7 м² · 2/4 этаж,28500000,39.7,2/4 этаж,2,"Пластиковые окна, неугловая, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор, кондиционер.

Продаётся уютная 2-комнатная квартира по адресу: город Алматы, проспект Ермека Серкебаева, дом 13. 
 
Описание квартиры: 
 
🛏️ Комнаты: 2 изолированные, неугловые 
 
🏢 Этаж: 2 из 4 
 
📐 Площадь: 39.7 м² 
 
🚿 Санузел: совмещённый 
 
🔒 Безопасность: домофон 
 
🌳 Двор: тихий, зелёный, хорошие соседи 
 
Инфраструктура: 
 
🏫 Образование: рядом расположены школы №94 и №22 имени Маяковского 
 
🛒 Магазины: в шаговой доступности 6 овощных магазинов, хозяйственный магазин, 3 мини-маркета 
 
🏥 Медицина: аптеки в непосредственной близости 
 
🍽️ Общественное питание: кафе и рестораны поблизости 
 
🍽️ Кафе и рестораны: 
 
Capito — винный ресторан с кухней, расположенный по адресу проспект Серкебаева, 136. 
 
Aurora Cafe Shop & Bar — кафе с винной картой и кухней, находящееся на проспекте Серкебаева. 
 
Six Coffee+Wine — кофейня с винной картой и панорамным видом, предлагающая разнообразные напитки и блюда. 
 
🏋️ Тренажёрные залы: 
 
PYRAMID CENTER — фитнес-центр с современным оборудованием, предлагающий индивидуальный подход к каждому клиенту. 
 
Technofit — тренажёрный зал на проспекте Абая, предоставляющий два этажа фитнес-пространства с необходимым оборудованием. 
 
Atmosfera — фитнес-центр на улице Зенкова, 59, работающий до 21:00. 
 
🏞️ Отдых: недалеко от Ботанический сада 
 
🚏 Транспорт: удобная транспортная развязка, остановки общественного транспорта в нескольких минутах ходьбы 
 
📞Звоните, для получения дополнительной информации и организации просмотра 
 
19979178",43.223941,76.895995,кирпичный,,1962,2 из 4,"39.7 м², Площадь кухни — 6 м²",
3,https://krisha.kz/a/show/760033713,2-комнатная квартира · 52.3 м² · 4/5 этаж,29000000,52.3,4/5 этаж,2,"Кухня-студия, новая сантехника.

🏡 Просторная 2-комнатная квартира! 🏢 
 
🌟 Преимущества: 
✅ Расположение: Престижный район Алматы 🏙️ 
✅ Площадь: 52.3м² – комфортное пространство для жизни 🛋️ 
✅ Ремонт: Современный, с качественными материалами 🎨 
✅ Этаж: 6/10 – идеальный баланс между видом и удобством 🔝 
✅ Безопасность: Огороженная территория, охрана и видеонаблюдение 🔒 
 
🚗 Парковка – всегда найдётся место для вашего авто! 
🏪 Развитая инфраструктура – рядом школы, детские сады, магазины и ТРЦ. 
 
📞 Звоните прямо сейчас и успейте купить свою мечту! ☎️ 
 
#10082023",43.292787,77.009901,монолитный,Medeu City,2021,4 из 5,52.3 м²,
4,https://krisha.kz/a/show/1000285056,1-комнатная квартира · 31.08 м²,28469280,31.08,,1,,43.199362108808,76.798064060207,монолитный,DASTUR,2026,,31.08 м²,3 м
