num_parsed_area,num_parsed_rooms,num_lat,num_lon,num_build_year,price
0.2050290462114765,0.7243860896342763,-0.01377306422648662,0.27235245591369706,-1.58459656010071,70000000
-1.2497707575624866,-1.222848405895883,0.023791763240396935,0.06549631314992883,-1.0937898303153544,15000000
-0.693382090887345,-0.24923115813080343,-0.1705420909579334,0.0501290486163471,-2.0754032898860655,28500000
-0.3898973636099953,-0.24923115813080343,0.3641844456233063,0.5803908935889406,0.8203564158475325,29000000
-0.9010041820881989,-1.222848405895883,-0.3614462155273584,-0.40576476570895076,1.0657597807402104,28469280
-0.42120927991638846,-0.24923115813080343,0.5468097986523353,0.05280582210376708,0.9185177618046036,27000000
-0.3971231904499321,-1.222848405895883,-0.21998618654002097,-0.5163165249250772,0.8694370888260681,27900000
0.03642641994628209,-0.24923115813080343,0.20635835422225612,-0.26075134723446725,0.9675984347831392,33000000
-0.4452953693828448,-1.222848405895883,0.053545345189029175,-0.2829263627904618,0.3295496860621769,27700000
-0.15626229578536865,-0.24923115813080343,0.592239240555064,0.621046969341844,0.9185177618046036,38000000
-0.5151450288355681,-0.24923115813080343,-0.03540037310354649,-0.3497769484318227,0.9185177618046036,27000000
0.5277826450619917,1.698003337399356,-0.06567675794661809,-0.0022175031110603263,0.23138834010510578,87000000
-0.4934675483157575,-0.24923115813080343,0.16622464247755134,0.20451718659079288,0.9675984347831392,47000000
-0.3489510115170194,0.7243860896342763,0.18912966779236492,-0.3031712844550369,0.9675984347831392,39000000
-0.7463714877135491,-1.222848405895883,0.47128359412767423,0.561568420537587,1.0166791077616748,25912500
0.34954558301021454,0.7243860896342763,-0.015870152871772944,-0.3450604785513863,0.5749530509548547,46000000
-0.020175890299890184,0.7243860896342763,0.21296664869149665,-0.3482212915547205,1.0657597807402104,47625600
0.04196622052356714,0.7243860896342763,-0.3614462155273584,-0.40576476570895076,1.0657597807402104,54077100
-1.1437919639100789,-1.222848405895883,-0.15105470054628292,0.022946995758796957,-1.0447091573368188,11300000
0.8972632574774317,0.7243860896342763,-0.4939350757639004,-0.08887888343000629,1.0166791077616748,139576800
-0.4452953693828448,-1.222848405895883,-0.30082566479835005,-0.4511957111425883,0.8694370888260681,29500000
-0.08400402738599963,-0.24923115813080343,0.15764078573536694,0.15360526985791295,0.7712757428689969,52000000
0.662664746074147,0.7243860896342763,-0.18838897166419216,-0.4667666818907306,0.8694370888260681,44500000
-0.5657258167151266,-0.24923115813080343,-0.19228190991462937,0.23032478453191782,-1.682757906057781,35000000
